date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:11	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/mpXzBfiSA6O3.eot	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/mpXzBfiSA6O3.eot	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:11	13600/13600	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/u5mEsFkxGuId.woff2	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/u5mEsFkxGuId.woff2	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:12	16780/16780	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/Sc5H9qQLQC7h.woff	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/Sc5H9qQLQC7h.woff	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:12	34052/34052	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/D3IIkQwE00wv.ttf	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/D3IIkQwE00wv.ttf	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:12	144715/144715	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/XriEi79gJsAJ.svg	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/XriEi79gJsAJ.svg	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:13	204266/204266	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/5Sx3TJmZgMIs.eot	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/5Sx3TJmZgMIs.eot	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:13	80148/80148	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/WAlW59iBoHn4.woff2	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/WAlW59iBoHn4.woff2	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:13	104004/104004	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/thapdvd67rky.woff	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/thapdvd67rky.woff	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:13	203980/203980	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/YeHD3DzGaQiL.ttf	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/YeHD3DzGaQiL.ttf	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:14	914125/914125	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/gRCsA1u4XKlZ.svg	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/gRCsA1u4XKlZ.svg	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:14	54184/54184	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/vQ8nXJJyCnat.woff2	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/vQ8nXJJyCnat.woff2	(from https://worldcuptoken.finance/css/QH7t6MuQATwr.css)
17:12:14	62832/62832	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/uxnDqr9v0q9q.woff	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/uxnDqr9v0q9q.woff	(from https://worldcuptoken.finance/css/QH7t6MuQATwr.css)
17:12:15	161285/161285	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/images/AbcuMP8Vp25i.jpg	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/images/AbcuMP8Vp25i.jpg	(from https://worldcuptoken.finance/css/xQOBK32oxbFF.css)
17:12:15	4548/4548	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/images/XpT2mDlwIu08.png	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/images/XpT2mDlwIu08.png	(from https://worldcuptoken.finance/css/xQOBK32oxbFF.css)
17:12:15	11492/11492	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/images/rRhywKvFQ8oq.png	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/images/rRhywKvFQ8oq.png	(from https://worldcuptoken.finance/css/xQOBK32oxbFF.css)
17:12:15	3541/3541	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/images/LFYtlaYr1V9O.png	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/images/LFYtlaYr1V9O.png	(from https://worldcuptoken.finance/css/xQOBK32oxbFF.css)
17:12:16	8160/8160	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/images/a4NLTo8obJEE.png	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/images/a4NLTo8obJEE.png	(from https://worldcuptoken.finance/css/xQOBK32oxbFF.css)
17:12:16	11922/11922	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/images/jE7xoxVNjfjP.jpg	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/images/jE7xoxVNjfjP.jpg	(from https://worldcuptoken.finance/css/xQOBK32oxbFF.css)
